rechiseled:block/acacia_planks_beams	pieced	80	16	5c441e39cb190b6bba47575ea033f96b20b7bbd5a9d6ced17ab0b71461104965
rechiseled:block/acacia_planks_brick_pattern	full	128	128	cf1a8048702ec54035777aaf3acb1153c2512efaa3dc99ac02709796c8daeaa5
rechiseled:block/acacia_planks_brick_paving	pieced	80	16	5c441e39cb190b6bba47575ea033f96b20b7bbd5a9d6ced17ab0b71461104965
rechiseled:block/acacia_planks_bricks	horizontal	64	16	61a17531adb7db2ccbbbd1fd9cad0ad21cf846aad6ce0983d175d48a8e78cf79
rechiseled:block/acacia_planks_crate	pieced	80	16	5c441e39cb190b6bba47575ea033f96b20b7bbd5a9d6ced17ab0b71461104965
rechiseled:block/acacia_planks_diagonal_stripes	pieced	80	16	5c441e39cb190b6bba47575ea033f96b20b7bbd5a9d6ced17ab0b71461104965
rechiseled:block/acacia_planks_diagonal_tiles	pieced	80	16	5c441e39cb190b6bba47575ea033f96b20b7bbd5a9d6ced17ab0b71461104965
rechiseled:block/acacia_planks_dotted	pieced	80	16	5c441e39cb190b6bba47575ea033f96b20b7bbd5a9d6ced17ab0b71461104965
rechiseled:block/acacia_planks_flooring	pieced	80	16	5c441e39cb190b6bba47575ea033f96b20b7bbd5a9d6ced17ab0b71461104965
rechiseled:block/acacia_planks_large_tiles	pieced	80	16	5c441e39cb190b6bba47575ea033f96b20b7bbd5a9d6ced17ab0b71461104965
rechiseled:block/acacia_planks_pattern	pieced	80	16	5c441e39cb190b6bba47575ea033f96b20b7bbd5a9d6ced17ab0b71461104965
rechiseled:block/acacia_planks_rotated_bricks	pieced	80	16	5c441e39cb190b6bba47575ea033f96b20b7bbd5a9d6ced17ab0b71461104965
rechiseled:block/acacia_planks_small_bricks	pieced	80	16	5c441e39cb190b6bba47575ea033f96b20b7bbd5a9d6ced17ab0b71461104965
rechiseled:block/acacia_planks_small_tiles	pieced	80	16	5c441e39cb190b6bba47575ea033f96b20b7bbd5a9d6ced17ab0b71461104965
rechiseled:block/acacia_planks_squares	pieced	80	16	5c441e39cb190b6bba47575ea033f96b20b7bbd5a9d6ced17ab0b71461104965
rechiseled:block/acacia_planks_tiles	pieced	80	16	5c441e39cb190b6bba47575ea033f96b20b7bbd5a9d6ced17ab0b71461104965
rechiseled:block/acacia_planks_wavy	pieced	80	16	5c441e39cb190b6bba47575ea033f96b20b7bbd5a9d6ced17ab0b71461104965
rechiseled:block/acacia_planks_woven	pieced	80	16	5c441e39cb190b6bba47575ea033f96b20b7bbd5a9d6ced17ab0b71461104965
rechiseled:block/amethyst_block_beams	pieced	80	16	55563580735713c7681717b2e97e3283da189f635c01b54547395fca69e910bc
rechiseled:block/amethyst_block_bordered_diagonal_tiles	pieced	80	16	5aca9a4fa2f26c701a58a00a03ab90a52ab26414a9d74d61710282ed263c039d
rechiseled:block/amethyst_block_bricks	horizontal	64	16	ba43d8e8520c38c391c96e3652cf43da5b815766ddf53d91fa30420ff85d22a5
rechiseled:block/amethyst_block_cut	pieced	80	16	55563580735713c7681717b2e97e3283da189f635c01b54547395fca69e910bc
rechiseled:block/amethyst_block_edged	pieced	80	16	55563580735713c7681717b2e97e3283da189f635c01b54547395fca69e910bc
rechiseled:block/amethyst_block_pillar_end	simple	64	64	fb0ba3f9b6774f88e429e41a0fb8176033fa056ed9b5ff73be7f685aca975e4e
rechiseled:block/amethyst_block_pillar_side	horizontal	64	16	ba43d8e8520c38c391c96e3652cf43da5b815766ddf53d91fa30420ff85d22a5
rechiseled:block/amethyst_block_polished	pieced	80	16	55563580735713c7681717b2e97e3283da189f635c01b54547395fca69e910bc
rechiseled:block/amethyst_block_shiny	pieced	80	16	55563580735713c7681717b2e97e3283da189f635c01b54547395fca69e910bc
rechiseled:block/amethyst_block_tiles	pieced	80	16	55563580735713c7681717b2e97e3283da189f635c01b54547395fca69e910bc
rechiseled:block/andesite_brick_pattern	full	128	128	cd5fc883f73b7e2b47e0c70303719ec45810b3a55e00cd342c57d9ac4d9acb61
rechiseled:block/andesite_brick_paving	pieced	80	16	55563580735713c7681717b2e97e3283da189f635c01b54547395fca69e910bc
rechiseled:block/andesite_bricks	horizontal	64	16	ba43d8e8520c38c391c96e3652cf43da5b815766ddf53d91fa30420ff85d22a5
rechiseled:block/andesite_diagonal_bricks	pieced	80	16	55563580735713c7681717b2e97e3283da189f635c01b54547395fca69e910bc
rechiseled:block/andesite_dotted	pieced	80	16	55563580735713c7681717b2e97e3283da189f635c01b54547395fca69e910bc
rechiseled:block/andesite_paving	pieced	80	16	55563580735713c7681717b2e97e3283da189f635c01b54547395fca69e910bc
rechiseled:block/andesite_polished	pieced	80	16	55563580735713c7681717b2e97e3283da189f635c01b54547395fca69e910bc
rechiseled:block/andesite_rotated_bricks	pieced	80	16	55563580735713c7681717b2e97e3283da189f635c01b54547395fca69e910bc
rechiseled:block/andesite_squares	pieced	80	16	55563580735713c7681717b2e97e3283da189f635c01b54547395fca69e910bc
rechiseled:block/andesite_tiles	pieced	80	16	55563580735713c7681717b2e97e3283da189f635c01b54547395fca69e910bc
rechiseled:block/andesite_wavy	pieced	80	16	55563580735713c7681717b2e97e3283da189f635c01b54547395fca69e910bc
rechiseled:block/bamboo_planks_beams	pieced	80	16	5c441e39cb190b6bba47575ea033f96b20b7bbd5a9d6ced17ab0b71461104965
rechiseled:block/bamboo_planks_brick_pattern	full	128	128	cd5fc883f73b7e2b47e0c70303719ec45810b3a55e00cd342c57d9ac4d9acb61
rechiseled:block/bamboo_planks_brick_paving	pieced	80	16	5c441e39cb190b6bba47575ea033f96b20b7bbd5a9d6ced17ab0b71461104965
rechiseled:block/bamboo_planks_bricks	horizontal	64	16	61a17531adb7db2ccbbbd1fd9cad0ad21cf846aad6ce0983d175d48a8e78cf79
